game_id,play_id,crp,n_defenders_in_radius,ball_land_x,ball_land_y,num_frames_output,min_def_dist_arrival,rec_dist_to_ball,rec_closing_v,sep_at_throw,crp_at_release,week_x,crp_label,season,week_y,game_date,game_time_eastern,home_team_abbr,visitor_team_abbr,play_description,quarter,game_clock,down,yards_to_go,possession_team,defensive_team,yardline_side,yardline_number,pre_snap_home_score,pre_snap_visitor_score,play_nullified_by_penalty,pass_result,pass_length,offense_formation,receiver_alignment,route_of_targeted_receiver,play_action,dropback_type,dropback_distance,pass_location_type,defenders_in_the_box,team_coverage_man_zone,team_coverage_type,penalty_yards,pre_penalty_yards_gained,yards_gained,expected_points,expected_points_added,pre_snap_home_team_win_probability,pre_snap_visitor_team_win_probability,home_team_win_probability_added,visitor_team_win_probility_added
2023090700,101,0.0,0,63.2599983215332,-0.219999998807907,21,4.865655010297731,3.145695059584158,0.31398396029972997,4.735652014242603,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(14:25) (Shotgun) J.Goff pass incomplete deep right to J.Reynolds.,1,14:25,3,3,DET,KC,DET,32,0,0,N,I,22,SHOTGUN,2x2,CORNER,False,TRADITIONAL,2.13000011444092,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,0,0,0.927020542323589,-2.14544250350446,0.590425703674555,0.409574296325445,0.0497195683419704,-0.0497195683419704
2023090700,194,0.6961,1,84.9400024414062,21.75,9,0.9118105004209333,1.3700015682037952,-0.5484157001086887,1.8832153355365413,0.158,1,Moderate Pressure,2023,1,09/07/2023,20:20:00,KC,DET,(12:56) (Shotgun) P.Mahomes pass short left to J.McKinnon to KC 31 for 10 yards (M.Rodriguez).,1,12:56,3,2,KC,DET,KC,21,0,0,N,C,6,SHOTGUN,2x2,ANGLE,False,TRADITIONAL,3.85999989509583,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,10,10,0.121504719369113,1.7025630902499,0.582476176321507,0.417523823678493,0.0472772046923637,-0.0472772046923637
2023090700,219,0.0,0,75.8499984741211,11.4899997711182,8,5.049830567794317,2.1512774858603163,-0.26656954525922943,4.906831971853125,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(12:20) (Shotgun) P.Mahomes pass short left to N.Gray to KC 36 for 5 yards (A.Anzalone).,1,12:20,1,10,KC,DET,KC,31,0,0,N,C,4,SHOTGUN,2x2,HITCH,False,TRADITIONAL,2.36999988555908,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,5,5,1.82406780961901,0.0893515208736062,0.62975338101387,0.37024661898613,0.0004201158881187,-0.0004201158881187
2023090700,361,0.0,0,26.1000003814697,49.1800003051758,16,4.59922776482262,3.172884635725253,-0.12008465395419331,2.18013761033564,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(10:06) (Shotgun) J.Goff pass short left to M.Jones to DET 17 for 5 yards (J.Reid) [F.Anudike-Uzomah].,1,10:06,3,7,DET,KC,DET,12,0,0,N,C,5,SHOTGUN,3x1,HITCH,False,TRADITIONAL,3.02999997138977,OUTSIDE_RIGHT,6,ZONE_COVERAGE,COVER_4_ZONE,,5,5,-1.04915959946811,-0.862062418367714,0.606310438364744,0.393689561635256,0.0195246487855911,-0.0195246487855911
2023090700,436,0.0,0,34.8899993896484,34.8199996948242,7,3.393302828109024,0.8700581393056563,-0.1549581041386062,2.8727861041156535,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(8:09) (Shotgun) J.Goff pass short left to A.St. Brown to DET 34 for 13 yards (J.Reid).,1,08:09,2,9,DET,KC,DET,21,0,0,N,C,6,SHOTGUN,2x2,SLANT,False,TRADITIONAL,2.54999995231628,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,13,13,0.312204233370721,1.61392725538462,0.575536642223597,0.424463357776403,-0.0309182517230511,0.0309182517230511
2023090700,461,0.0,0,55.9099998474121,18.8299999237061,10,4.310568548703741,0.9333810051142596,-0.3556588264989184,3.8774218238411975,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(7:30) J.Goff pass short right to J.Reynolds to KC 45 for 21 yards (T.McDuffie).,1,07:30,1,10,DET,KC,DET,34,0,0,N,C,13,SINGLEBACK,3x1,POST,True,TRADITIONAL,4.71999979019165,INSIDE_BOX,7,ZONE_COVERAGE,COVER_6_ZONE,,21,21,1.92613148875535,1.34563262574375,0.544618390500546,0.455381609499454,-0.0294154658913612,0.0294154658913612
2023090700,530,0.256,1,88.6900024414062,15.1300001144409,8,2.3170864772485764,1.8069292664288017,-0.38973027552521267,3.4386189088062675,0.0,1,Low Pressure,2023,1,09/07/2023,20:20:00,KC,DET,(5:36) (Shotgun) J.Goff pass short right to A.St. Brown to KC 19 for 5 yards (L.Chenal; L.Sneed).,1,05:36,1,10,DET,KC,KC,24,0,0,N,C,4,SHOTGUN,2x2,OUT,False,TRADITIONAL,2.07999992370605,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,5,5,4.61495715333149,0.0313836394343525,0.464003995060921,0.535996004939079,0.0009456537663936,-0.0009456537663936
2023090700,621,0.4371,1,102.919998168945,18.2700004577637,7,2.190091884550219,0.9144413961652833,0.0992536189102397,1.4698639392814536,0.3613,1,Low Pressure,2023,1,09/07/2023,20:20:00,KC,DET,"(2:52) (Shotgun) J.Goff pass short right to A.St. Brown for 9 yards, TOUCHDOWN.",1,02:52,3,6,DET,KC,KC,9,0,0,N,C,3,SHOTGUN,2x2,CROSS,False,TRADITIONAL,3.60999989509583,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,9,9,4.14996876695659,2.85003123304341,0.47885313257575,0.52114686742425,-0.0519592724740505,0.0519592724740505
2023090700,713,0.4645,1,79.9100036621094,8.97000026702881,8,1.6065526657276146,1.6810742458709993,-0.41787933613916695,1.387083270751974,0.3247,1,Low Pressure,2023,1,09/07/2023,20:20:00,KC,DET,(2:11) (Shotgun) P.Mahomes pass incomplete short left to N.Gray (A.Anzalone).,1,02:11,2,8,KC,DET,KC,27,0,7,N,I,4,SHOTGUN,2x2,OUT,False,TRADITIONAL,3.53999996185303,INSIDE_BOX,5,ZONE_COVERAGE,COVER_4_ZONE,,0,0,0.948263925034553,-0.873873966280371,0.409554831683636,0.590445168316364,-0.0261344760656357,0.0261344760656357
2023090700,736,0.0738,1,68.4700012207031,40.4500007629395,15,2.778526141047026,1.791759516997172,-0.7754043713632846,2.0784850252046496,0.0,1,Low Pressure,2023,1,09/07/2023,20:20:00,KC,DET,(2:06) (Shotgun) P.Mahomes pass deep right to Ju.Watson to KC 46 for 19 yards (K.Joseph).,1,02:06,3,8,KC,DET,KC,27,0,7,N,C,18,SHOTGUN,3x1,CORNER,False,TRADITIONAL,6.57999992370605,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,19,19,0.0743899587541819,2.71753888227977,0.383420355618,0.616579644382,0.079081654548645,-0.079081654548645
2023090700,877,0.0,0,83.0599975585938,17.7099990844727,10,7.476927058118709,1.3154870492576065,-0.14798018765208606,5.272731739810009,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(14:25) P.Mahomes pass short right to M.Valdes-Scantling to DET 25 for 14 yards (C.Gardner-Johnson).,2,14:25,2,5,KC,DET,DET,39,0,7,N,C,13,SINGLEBACK,2x2,HITCH,True,TRADITIONAL,8.53999996185303,INSIDE_BOX,7,ZONE_COVERAGE,COVER_3_ZONE,,14,14,3.2656518407166,1.14013414364308,0.472306046634912,0.527693953365088,0.0185896046459675,-0.0185896046459675
2023090700,902,0.053,1,88.370002746582,31.4400005340576,7,2.842708387160767,1.39086227347547,-0.09273821454536113,3.658537959349329,0.0,1,Low Pressure,2023,1,09/07/2023,20:20:00,KC,DET,(13:54) (Shotgun) P.Mahomes pass incomplete short left to R.Rice.,2,13:54,1,10,KC,DET,DET,25,0,7,N,I,4,SHOTGUN,3x1,HITCH,False,TRADITIONAL,2.84999990463257,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,0,0,4.40578598435968,-0.407669868902303,0.49089565128088,0.50910434871912,-0.0112062841653824,0.0112062841653824
2023090700,1001,0.0,0,115.610000610352,34.7999992370605,12,4.809926340724738,2.4144771191524006,-0.21739580702378553,7.106335201775945,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,"(11:56) (Shotgun) P.Mahomes pass short left to R.Rice for 1 yard, TOUCHDOWN.",2,11:56,3,1,KC,DET,DET,1,0,7,N,C,1,SHOTGUN,2x2,HITCH,False,TRADITIONAL,3.05999994277954,INSIDE_BOX,8,MAN_COVERAGE,COVER_0_MAN,,1,1,5.80488754902035,1.19511245097965,0.51534978300333,0.48465021699667,0.0315278992056847,-0.0315278992056847
2023090700,1069,0.0,0,82.3600006103516,29.0300006866455,6,7.156815804128604,2.1751788098729885,-0.10734919809335497,6.076224156497184,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,"(11:50) J.Goff pass short middle to B.Wright to DET 34 for 9 yards (N.Bolton, W.Gay).",2,11:50,1,10,DET,KC,DET,25,7,7,N,C,5,SINGLEBACK,3x1,IN,False,TRADITIONAL,4.8899998664856,INSIDE_BOX,7,ZONE_COVERAGE,COVER_3_ZONE,,9,9,1.34707375615835,0.56685445853509,0.554222133010626,0.445777866989374,-0.0169842131435871,0.0169842131435871
2023090700,1154,0.0,0,52.9599990844727,15.2399997711182,12,4.7966760869538945,1.622620471308587,-0.3469563290350709,11.01955534493112,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(10:11) J.Goff pass deep left to A.St. Brown to KC 40 for 21 yards (J.Reid).,2,10:11,2,7,DET,KC,DET,39,7,7,N,C,21,I_FORM,2x1,CROSS,True,TRADITIONAL,6.67000007629395,INSIDE_BOX,8,ZONE_COVERAGE,COVER_3_ZONE,,21,21,1.54447538917884,1.89637397334445,0.543767388910055,0.456232611089945,-0.0599815733730793,0.0599815733730793
2023090700,1201,0.0,0,51.3899993896484,16.4699993133545,7,8.1864822356152,4.2981498502984765,0.13338594224921954,1.8613167382259301,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,"(8:49) (Shotgun) J.Goff pass short left to S.LaPorta to KC 27 for 14 yards (M.Danna, B.Cook).",2,08:49,2,11,DET,KC,KC,41,7,7,N,C,2,SHOTGUN,2x2,SLANT,False,TRADITIONAL,2.75999999046326,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,14,14,2.34605273441412,2.00968307524454,0.53271722048521,0.46728277951479,-0.0712275728583336,0.0712275728583336
2023090700,1300,0.0,0,39.3600006103516,13.7700004577637,7,9.08657250256448,2.1236297188973823,-0.6035266951191544,7.0331287489992675,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(6:01) (Shotgun) J.Goff pass short left to J.Gibbs pushed ob at KC 17 for 10 yards (N.Bolton).,2,06:01,2,20,DET,KC,KC,27,7,7,N,C,-1,SHOTGUN,3x1,FLAT,False,TRADITIONAL,3.57999992370605,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,10,10,3.16265930084046,0.504393530078232,0.493359990417957,0.506640009582043,-0.0270666182041168,0.0270666182041168
2023090700,1422,0.2571,1,44.6199989318848,15.4499998092651,22,2.228744908881937,1.9536877642367194,0.6468556463250181,0.6356099432828305,0.0,1,Low Pressure,2023,1,09/07/2023,20:20:00,KC,DET,(4:00) (Shotgun) P.Mahomes pass incomplete deep right to N.Gray [A.Hutchinson].,2,04:00,3,5,KC,DET,KC,12,7,7,N,I,23,SHOTGUN,3x1,CORNER,False,TRADITIONAL,5.92000007629395,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,0,0,-0.556491927243769,-1.11127845849842,0.5385946854949,0.4614053145051,-0.058294802904129,0.058294802904129
2023090700,1494,0.3179,1,50.0499992370605,19.5300006866455,12,2.0461916619377876,0.9626006353708231,-0.2825895467794547,0.8736704184073102,0.0,1,Low Pressure,2023,1,09/07/2023,20:20:00,KC,DET,(3:06) J.Goff pass incomplete deep left to M.Jones.,2,03:06,2,5,DET,KC,DET,46,7,7,N,I,24,SINGLEBACK,2x2,IN,True,TRADITIONAL,6.53999996185303,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,0,0,1.78122020210139,-0.647368222824298,0.531495165079832,0.468504834920168,0.0204417444765568,-0.0204417444765568
2023090700,1563,0.0,0,35.9700012207031,12.3100004196167,7,3.1038679357241095,1.2400391046456247,-0.23448481114905942,2.9652993103563765,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(2:02) (Shotgun) P.Mahomes pass short right to R.Rice to KC 43 for 25 yards (J.Campbell).,2,02:02,1,10,KC,DET,KC,18,7,7,N,C,10,EMPTY,3x2,HITCH,False,SCRAMBLE,2.71000003814697,OUTSIDE_RIGHT,6,ZONE_COVERAGE,COVER_3_ZONE,,25,25,0.899954410502687,1.02157063188497,0.597245026379824,0.402754973620176,0.017790399491787,-0.017790399491787
2023090700,1588,1.4295,2,88.6100006103516,33.1100006103516,23,0.6216907606327928,1.287051276667077,0.8780628899906621,1.0282509421342652,0.0,1,High Pressure,2023,1,09/07/2023,20:20:00,KC,DET,(1:54) (Shotgun) P.Mahomes pass incomplete deep left to R.James.,2,01:54,1,10,KC,DET,KC,43,7,7,N,I,38,SHOTGUN,2x2,POST,False,TRADITIONAL,4.59000015258789,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,0,0,1.92152504238766,-0.324034651275724,0.615035425871611,0.384964574128389,6.08861446380615e-05,-6.08861446380615e-05
2023090700,1618,0.0,0,54.1599998474121,33.3400001525879,7,5.260617944949035,2.1512786980354592,0.10628829673774341,5.172639558291294,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(1:48) (Shotgun) P.Mahomes pass short left to R.Rice to KC 46 for 3 yards (B.Branch).,2,01:48,2,10,KC,DET,KC,43,7,7,N,C,3,SHOTGUN,3x1,IN,False,TRADITIONAL,2.48000001907349,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,3,3,1.59749039111193,-0.258355481317267,0.615096312016249,0.384903687983751,-0.0029947496950626,0.0029947496950626
2023090700,1679,0.2181,1,76.4000015258789,25.6299991607666,18,2.3458041115861885,1.7409176460968239,-0.6172351719456294,4.213798761212971,0.0,1,Low Pressure,2023,1,09/07/2023,20:20:00,KC,DET,(1:07) (Shotgun) P.Mahomes pass deep middle to M.Valdes-Scantling to DET 30 for 34 yards (J.Jacobs).,2,01:07,3,17,KC,DET,KC,36,7,7,N,C,33,SHOTGUN,3x1,GO,False,TRADITIONAL,5.34999990463257,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,34,34,0.500720644253306,2.95163134561153,0.568689335137606,0.431310664862394,0.0944976173341274,-0.0944976173341274
2023090700,1711,0.0,0,100.569999694824,50.0,19,6.057433194977801,1.9349679838782063,-0.7856905236774117,3.636660556059634,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,00:45,1,10,KC,DET,DET,30,7,7,N,C,23,SHOTGUN,3x1,CORNER,False,TRADITIONAL,5.3600001335144,INSIDE_BOX,5,ZONE_COVERAGE,COVER_2_ZONE,,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123
2023090700,1741,0.0,0,107.610000610352,21.5699996948242,7,4.395918315819026,3.147204429558655,-0.19033062352805352,3.412989891576004,0.0,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,"(:37) (Shotgun) P.Mahomes pass short right to B.Bell for 4 yards, TOUCHDOWN.",2,00:37,1,4,KC,DET,DET,4,7,7,N,C,4,EMPTY,4x1,HITCH,False,TRADITIONAL,3.44000005722046,INSIDE_BOX,9,MAN_COVERAGE,COVER_0_MAN,,4,4,5.79529912216822,1.20470087783178,0.705029763281345,0.294970236718655,0.04821902140975,-0.04821902140975
