game_id,play_id,week,split,fold,is_contested,crp,quarter,game_clock,down,yards_to_go,yardline_number,pre_snap_home_score,pre_snap_visitor_score,pre_snap_home_team_win_probability,pre_snap_visitor_team_win_probability,expected_points,defenders_in_the_box,pass_length,dropback_distance,rec_speed,rec_dir_sin,rec_dir_cos,nearest_def_dist_release,nearest_def_closing_vel_release,n_defenders_in_R_release,game_time_eastern,yardline_side,possession_team,defensive_team,home_team_abbr,visitor_team_abbr,offense_formation,receiver_alignment,route_of_targeted_receiver,dropback_type,pass_location_type,play_action,team_coverage_man_zone,team_coverage_type
2023090700,101,1,dev,4,0,0.0,1,865,3,3,32,0,0,0.590425703674555,0.409574296325445,0.927020542323589,6,22,2.13000011444092,7.9,0.9869963665602319,-0.160742565603826,4.735652014242603,-1.6051094767660667,0.0,20:20:00,DET,DET,KC,KC,DET,SHOTGUN,2x2,CORNER,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_2_ZONE
2023090700,194,1,dev,4,1,0.6961,1,776,3,2,21,0,0,0.582476176321507,0.417523823678493,0.121504719369113,6,6,3.85999989509583,6.09,-0.9116903457277414,-0.4108779788536145,1.8832153355365413,5.193976908516982,1.0,20:20:00,KC,KC,DET,KC,DET,SHOTGUN,2x2,ANGLE,TRADITIONAL,INSIDE_BOX,False,MAN_COVERAGE,COVER_1_MAN
2023090700,219,1,dev,4,0,0.0,1,740,1,10,31,0,0,0.62975338101387,0.37024661898613,1.82406780961901,6,4,2.36999988555908,3.85,-0.999822352380809,-0.018848439715408075,4.906831971853125,-2.854578421010967,0.0,20:20:00,KC,KC,DET,KC,DET,SHOTGUN,2x2,HITCH,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_4_ZONE
2023090700,361,1,dev,4,0,0.0,1,606,3,7,12,0,0,0.606310438364744,0.393689561635256,-1.04915959946811,6,5,3.02999997138977,1.51,0.32540312537647814,0.9455753835603061,2.18013761033564,0.345410701094534,1.0,20:20:00,DET,DET,KC,KC,DET,SHOTGUN,3x1,HITCH,TRADITIONAL,OUTSIDE_RIGHT,False,ZONE_COVERAGE,COVER_4_ZONE
2023090700,436,1,dev,4,0,0.0,1,489,2,9,21,0,0,0.575536642223597,0.424463357776403,0.312204233370721,6,6,2.54999995231628,3.59,0.8917975296052141,-0.45243470931178276,2.8727861041156535,-0.6730288802336781,1.0,20:20:00,DET,DET,KC,KC,DET,SHOTGUN,2x2,SLANT,TRADITIONAL,INSIDE_BOX,False,MAN_COVERAGE,COVER_1_MAN
2023090700,461,1,dev,4,0,0.0,1,450,1,10,34,0,0,0.544618390500546,0.455381609499454,1.92613148875535,7,13,4.71999979019165,6.17,0.9854078984834901,0.17020949916603262,3.8774218238411975,-0.590634257295231,0.0,20:20:00,DET,DET,KC,KC,DET,SINGLEBACK,3x1,POST,TRADITIONAL,INSIDE_BOX,True,ZONE_COVERAGE,COVER_6_ZONE
2023090700,530,1,dev,4,1,0.256,1,336,1,10,24,0,0,0.464003995060921,0.535996004939079,4.61495715333149,6,4,2.07999992370605,4.07,0.5669814474660715,-0.8237305616700635,3.4386189088062675,2.6921458372732854,0.0,20:20:00,KC,DET,KC,KC,DET,SHOTGUN,2x2,OUT,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_2_ZONE
2023090700,621,1,dev,4,1,0.4371,1,172,3,6,9,0,0,0.47885313257575,0.52114686742425,4.14996876695659,5,3,3.60999989509583,8.29,0.11146893220632574,-0.9937679191605964,1.4698639392814536,4.248856636812377,2.0,20:20:00,KC,DET,KC,KC,DET,SHOTGUN,2x2,CROSS,TRADITIONAL,INSIDE_BOX,False,MAN_COVERAGE,COVER_1_MAN
2023090700,713,1,dev,4,1,0.4645,1,131,2,8,27,0,7,0.409554831683636,0.590445168316364,0.948263925034553,5,4,3.53999996185303,4.47,-0.5646789500660769,-0.8253106586929997,1.387083270751974,2.6851171420469138,1.0,20:20:00,KC,KC,DET,KC,DET,SHOTGUN,2x2,OUT,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_4_ZONE
2023090700,736,1,dev,4,1,0.0738,1,126,3,8,27,0,7,0.383420355618,0.616579644382,0.0743899587541819,6,18,6.57999992370605,7.84,-0.7472184209116279,0.664578536706034,2.0784850252046496,-6.645738633734696,1.0,20:20:00,KC,KC,DET,KC,DET,SHOTGUN,3x1,CORNER,TRADITIONAL,INSIDE_BOX,False,MAN_COVERAGE,COVER_1_MAN
2023090700,877,1,dev,4,0,0.0,2,865,2,5,39,0,7,0.472306046634912,0.527693953365088,3.2656518407166,7,13,8.53999996185303,2.47,0.6696492562145995,0.7426775031271876,5.272731739810009,-3.60913360936688,0.0,20:20:00,DET,KC,DET,KC,DET,SINGLEBACK,2x2,HITCH,TRADITIONAL,INSIDE_BOX,True,ZONE_COVERAGE,COVER_3_ZONE
2023090700,902,1,dev,4,1,0.053,2,834,1,10,25,0,7,0.49089565128088,0.50910434871912,4.40578598435968,6,4,2.84999990463257,1.05,0.8181497174250234,-0.5750052520432786,3.658537959349329,1.0207682252327646,0.0,20:20:00,DET,KC,DET,KC,DET,SHOTGUN,3x1,HITCH,TRADITIONAL,INSIDE_BOX,False,MAN_COVERAGE,COVER_1_MAN
2023090700,1001,1,dev,4,0,0.0,2,716,3,1,1,0,7,0.51534978300333,0.48465021699667,5.80488754902035,8,1,3.05999994277954,2.19,0.7352695779660361,0.6777747765428035,7.106335201775945,-0.7304589165173654,0.0,20:20:00,DET,KC,DET,KC,DET,SHOTGUN,2x2,HITCH,TRADITIONAL,INSIDE_BOX,False,MAN_COVERAGE,COVER_0_MAN
2023090700,1069,1,dev,4,0,0.0,2,710,1,10,25,7,7,0.554222133010626,0.445777866989374,1.34707375615835,7,5,4.8899998664856,4.87,-0.15264087019025552,-0.9882817233701945,6.076224156497184,-4.203005316487065,0.0,20:20:00,DET,DET,KC,KC,DET,SINGLEBACK,3x1,IN,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_3_ZONE
2023090700,1154,1,dev,4,0,0.0,2,611,2,7,39,7,7,0.543767388910055,0.456232611089945,1.54447538917884,8,21,6.67000007629395,8.2,-0.5679874008018555,-0.8230372485679809,11.01955534493112,0.3946168961599632,0.0,20:20:00,DET,DET,KC,KC,DET,I_FORM,2x1,CROSS,TRADITIONAL,INSIDE_BOX,True,ZONE_COVERAGE,COVER_3_ZONE
2023090700,1201,1,dev,4,0,0.0,2,529,2,11,41,7,7,0.53271722048521,0.46728277951479,2.34605273441412,6,2,2.75999999046326,2.76,-0.4180256320255836,0.9084352321269862,1.86131673822593,-2.1883550488223373,1.0,20:20:00,KC,DET,KC,KC,DET,SHOTGUN,2x2,SLANT,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_2_ZONE
2023090700,1300,1,dev,4,0,0.0,2,361,2,20,27,7,7,0.493359990417957,0.506640009582043,3.16265930084046,6,-1,3.57999992370605,6.28,-0.44275823103890133,-0.896641036785236,7.0331287489992675,1.9031398429310376,0.0,20:20:00,KC,DET,KC,KC,DET,SHOTGUN,3x1,FLAT,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_3_ZONE
2023090700,1422,1,dev,4,1,0.2571,2,240,3,5,12,7,7,0.5385946854949,0.4614053145051,-0.556491927243769,6,23,5.92000007629395,6.51,0.9848380453369782,-0.17347629364509767,0.6356099432828305,4.821112748142328,2.0,20:20:00,KC,KC,DET,KC,DET,SHOTGUN,3x1,CORNER,TRADITIONAL,INSIDE_BOX,False,MAN_COVERAGE,COVER_1_MAN
2023090700,1494,1,dev,4,1,0.3179,2,186,2,5,46,7,7,0.531495165079832,0.468504834920168,1.78122020210139,6,24,6.53999996185303,5.67,-0.9759928488370194,0.2178025688989893,0.8736704184073102,-2.3618533576819876,1.0,20:20:00,DET,DET,KC,KC,DET,SINGLEBACK,2x2,IN,TRADITIONAL,INSIDE_BOX,True,ZONE_COVERAGE,COVER_3_ZONE
2023090700,1563,1,dev,4,0,0.0,2,122,1,10,18,7,7,0.597245026379824,0.402754973620176,0.899954410502687,6,10,2.71000003814697,8.01,0.28501926246997605,-0.958521789017376,2.9652993103563765,6.900292357315976,1.0,20:20:00,KC,KC,DET,KC,DET,EMPTY,3x2,HITCH,SCRAMBLE,OUTSIDE_RIGHT,False,ZONE_COVERAGE,COVER_3_ZONE
2023090700,1588,1,dev,4,1,1.4295,2,114,1,10,43,7,7,0.615035425871611,0.384964574128389,1.92152504238766,6,38,4.59000015258789,8.82,0.9737380845862744,-0.22767112822282376,1.0282509421342652,-4.154793074011868,1.0,20:20:00,KC,KC,DET,KC,DET,SHOTGUN,2x2,POST,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_4_ZONE
2023090700,1618,1,dev,4,0,0.0,2,108,2,10,43,7,7,0.615096312016249,0.384903687983751,1.59749039111193,6,3,2.48000001907349,2.57,0.314158157190057,-0.9493706611597745,5.172639558291294,0.2304375346717763,0.0,20:20:00,KC,KC,DET,KC,DET,SHOTGUN,3x1,IN,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_4_ZONE
2023090700,1679,1,dev,4,1,0.2181,2,67,3,17,36,7,7,0.568689335137606,0.431310664862394,0.500720644253306,6,33,5.34999990463257,9.26,0.9998847197524724,0.015183781002100515,4.213798761212971,2.1919493815025266,0.0,20:20:00,KC,KC,DET,KC,DET,SHOTGUN,3x1,GO,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_2_ZONE
2023090700,1711,1,dev,4,0,0.0,2,45,1,10,30,7,7,0.663186952471733,0.336813047528267,3.45235198986484,5,23,5.3600001335144,7.94,0.9734592051865377,0.22886060350701304,3.636660556059634,3.798128518517349,0.0,20:20:00,DET,KC,DET,KC,DET,SHOTGUN,3x1,CORNER,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_2_ZONE
2023090700,1741,1,dev,4,0,0.0,2,37,1,4,4,7,7,0.705029763281345,0.294970236718655,5.79529912216822,9,4,3.44000005722046,2.03,0.9807171212825986,-0.19543266877155627,3.412989891576004,-2.2751541300417797,0.0,20:20:00,DET,KC,DET,KC,DET,EMPTY,4x1,HITCH,TRADITIONAL,INSIDE_BOX,False,MAN_COVERAGE,COVER_0_MAN
2023090700,1812,1,dev,4,0,0.0,2,34,1,10,25,14,7,0.753248784691095,0.246751215308905,0.661885745124891,5,5,2.47000002861023,3.43,-0.5924350806898581,-0.8056181944122175,1.9208331525668756,0.3881704240001575,1.0,20:20:00,DET,DET,KC,KC,DET,SHOTGUN,2x2,IN,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_2_ZONE
2023090700,1837,1,dev,4,0,0.0,2,29,2,5,30,14,7,0.751975305378437,0.248024694621563,0.352180843008682,5,3,4.30000019073486,7.45,-0.16143157982793438,-0.9868839065636126,4.601934375890205,-1.2478000894781829,0.0,20:20:00,DET,DET,KC,KC,DET,SHOTGUN,3x1,CROSS,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_2_ZONE
2023090700,1869,1,dev,4,0,0.0,2,22,3,1,34,14,7,0.772661026567221,0.227338973432779,0.264584244228899,4,6,2.94000005722046,2.27,-0.20364175114017746,-0.9790454724845838,3.7571931012392703,2.0116099602007806,0.0,20:20:00,DET,DET,KC,KC,DET,SHOTGUN,2x2,HITCH,TRADITIONAL,INSIDE_BOX,False,MAN_COVERAGE,COVER_1_MAN
2023090700,1940,1,dev,4,0,0.0,2,9,2,10,42,14,7,0.771993696689606,0.228006303310394,0.281890904938336,6,18,4.44000005722046,7.25,-0.6299983391261327,0.7765964799677593,4.303591523367432,-7.447358451394027,0.0,20:20:00,DET,DET,KC,KC,DET,SHOTGUN,3x1,OUT,TRADITIONAL,INSIDE_BOX,False,ZONE_COVERAGE,COVER_2_ZONE
