game_id,play_id,nfl_id,player_name,player_position
2023090700,101,44930,Josh Reynolds,WR
2023090700,194,41325,Jerick McKinnon,RB
2023090700,219,53591,Noah Gray,TE
2023090700,361,38696,Marvin Jones,WR
2023090700,436,53541,Amon-Ra St. Brown,WR
2023090700,461,44930,Josh Reynolds,WR
2023090700,530,53541,Amon-Ra St. Brown,WR
2023090700,621,53541,Amon-Ra St. Brown,WR
2023090700,713,53591,Noah Gray,TE
2023090700,736,46213,Justin Watson,WR
2023090700,877,46243,Marquez Valdes-Scantling,WR
2023090700,902,55920,Rashee Rice,WR
2023090700,1001,55920,Rashee Rice,WR
2023090700,1069,53959,Brock Wright,TE
2023090700,1154,53541,Amon-Ra St. Brown,WR
2023090700,1201,55899,Sam LaPorta,TE
2023090700,1300,55876,Jahmyr Gibbs,RB
2023090700,1422,53591,Noah Gray,TE
2023090700,1494,38696,Marvin Jones,WR
2023090700,1563,55920,Rashee Rice,WR
2023090700,1588,46309,Richie James,WR
2023090700,1618,55920,Rashee Rice,WR
2023090700,1679,46243,Marquez Valdes-Scantling,WR
2023090700,1711,46213,Justin Watson,WR
2023090700,1741,42460,Blake Bell,TE
2023090700,1812,55899,Sam LaPorta,TE
2023090700,1837,55899,Sam LaPorta,TE
2023090700,1869,44930,Josh Reynolds,WR
2023090700,1940,38696,Marvin Jones,WR
2023090700,2118,42460,Blake Bell,TE
2023090700,2141,53591,Noah Gray,TE
2023090700,2186,38696,Marvin Jones,WR
2023090700,2261,55899,Sam LaPorta,TE
2023090700,2306,53449,Kadarius Toney,WR
2023090700,2364,53449,Kadarius Toney,WR
2023090700,2435,54716,Isiah Pacheco,RB
2023090700,2487,46213,Justin Watson,WR
2023090700,2510,46309,Richie James,WR
2023090700,2613,53541,Amon-Ra St. Brown,WR
2023090700,2638,55899,Sam LaPorta,TE
2023090700,2825,54716,Isiah Pacheco,RB
2023090700,2906,42460,Blake Bell,TE
2023090700,2936,54519,Skyy Moore,WR
2023090700,2959,53449,Kadarius Toney,WR
2023090700,3032,53541,Amon-Ra St. Brown,WR
2023090700,3089,43584,Kalif Raymond,WR
2023090700,3114,53541,Amon-Ra St. Brown,WR
2023090700,3185,53591,Noah Gray,TE
2023090700,3233,52440,Clyde Edwards-Helaire,RB
2023090700,3324,41325,Jerick McKinnon,RB
2023090700,3461,44930,Josh Reynolds,WR
2023090700,3486,53959,Brock Wright,TE
2023090700,3566,44930,Josh Reynolds,WR
2023090700,3674,54885,Justyn Ross,WR
2023090700,3912,53449,Kadarius Toney,WR
2023090700,3971,54519,Skyy Moore,WR
2023090700,3994,55920,Rashee Rice,WR
2023090700,4041,46213,Justin Watson,WR
2023091000,185,53488,Terrace Marshall Jr.,WR
2023091000,661,46094,Hayden Hurst,TE
2023091000,842,46094,Hayden Hurst,TE
2023091000,877,53555,Chuba Hubbard,RB
2023091000,927,54473,Drake London,WR
2023091000,1046,44931,Mack Hollins,WR
2023091000,1193,46094,Hayden Hurst,TE
2023091000,1240,53488,Terrace Marshall Jr.,WR
2023091000,1300,40488,Adam Thielen,WR
2023091000,1325,55904,Jonathan Mingo,WR
2023091000,1382,46094,Hayden Hurst,TE
2023091000,1429,46094,Hayden Hurst,TE
2023091000,1599,44931,Mack Hollins,WR
2023091000,1697,53488,Terrace Marshall Jr.,WR
2023091000,1720,55904,Jonathan Mingo,WR
2023091000,1743,55904,Jonathan Mingo,WR
2023091000,1837,55872,Bijan Robinson,RB
2023091000,1925,52858,Giovanni Ricci,TE
2023091000,1972,46094,Hayden Hurst,TE
2023091000,2101,55904,Jonathan Mingo,WR
2023091000,2207,53433,Kyle Pitts,TE
2023091000,2342,47836,Miles Sanders,RB
2023091000,2389,53488,Terrace Marshall Jr.,WR
2023091000,2580,53555,Chuba Hubbard,RB
2023091000,2793,53433,Kyle Pitts,TE
2023091000,2823,54616,Tyler Allgeier,RB
2023091000,3026,47836,Miles Sanders,RB
2023091000,3078,53488,Terrace Marshall Jr.,WR
2023091000,3260,54616,Tyler Allgeier,RB
2023091000,3369,55904,Jonathan Mingo,WR
2023091000,3421,53488,Terrace Marshall Jr.,WR
2023091000,3486,44931,Mack Hollins,WR
2023091000,3533,53433,Kyle Pitts,TE
2023091000,3886,47836,Miles Sanders,RB
2023091000,3916,46094,Hayden Hurst,TE
2023091000,4107,47836,Miles Sanders,RB
2023091000,4155,40488,Adam Thielen,WR
2023091001,166,54604,Isaiah Likely,TE
2023091001,284,54572,Dameon Pierce,RB
2023091001,407,55886,Zay Flowers,WR
2023091001,532,55886,Zay Flowers,WR
2023091001,559,46206,Dalton Schultz,TE
2023091001,893,55886,Zay Flowers,WR
2023091001,1042,53518,Nico Collins,WR
2023091001,1065,46206,Dalton Schultz,TE
2023091001,1232,53456,Rashod Bateman,WR
2023091001,1368,39989,Robert Woods,WR
2023091001,1438,39989,Robert Woods,WR
2023091001,1470,46206,Dalton Schultz,TE
2023091001,1517,39989,Robert Woods,WR
2023091001,1549,53518,Nico Collins,WR
2023091001,1574,53518,Nico Collins,WR
2023091001,1797,41238,Odell Beckham,WR
2023091001,1948,55934,Tank Dell,WR
2023091001,1980,39989,Robert Woods,WR
2023091001,2033,46461,Mike Boone,RB
2023091001,2151,39989,Robert Woods,WR
2023091001,2351,55886,Zay Flowers,WR
2023091001,2432,55886,Zay Flowers,WR
2023091001,2469,53456,Rashod Bateman,WR
2023091001,2523,52463,J.K. Dobbins,RB
2023091001,2759,53518,Nico Collins,WR
2023091001,3086,53518,Nico Collins,WR
2023091001,3111,55934,Tank Dell,WR
2023091001,3216,39989,Robert Woods,WR
2023091001,3257,54593,Charlie Kolar,TE
2023091001,3302,41238,Odell Beckham,WR
2023091001,3383,54635,Teagan Quitoriano,TE
2023091001,3514,46206,Dalton Schultz,TE
2023091001,3879,53518,Nico Collins,WR
2023091001,3902,53518,Nico Collins,WR
2023091001,4018,41238,Odell Beckham,WR
2023091001,4191,45052,Noah Brown,WR
2023091001,4216,39989,Robert Woods,WR
2023091001,4239,55934,Tank Dell,WR
2023091001,4322,39989,Robert Woods,WR
2023091001,4392,45052,Noah Brown,WR
2023091001,4564,56070,Xavier Hutchinson,WR
2023091001,4589,53518,Nico Collins,WR
2023091001,4614,46461,Mike Boone,RB
2023091001,4639,55934,Tank Dell,WR
2023091001,4662,46461,Mike Boone,RB
2023091002,110,53434,Ja'Marr Chase,WR
2023091002,319,46104,Nick Chubb,RB
2023091002,444,47833,Irv Smith,TE
2023091002,599,40026,Marquise Goodwin,WR
2023091002,767,43344,Tyler Boyd,WR
2023091002,819,46104,Nick Chubb,RB
2023091002,873,42347,Amari Cooper,WR
2023091002,975,53463,Elijah Moore,WR
2023091002,1048,44860,Joe Mixon,RB
2023091002,1071,43344,Tyler Boyd,WR
2023091002,1209,42347,Amari Cooper,WR
2023091002,1260,40026,Marquise Goodwin,WR
2023091002,1412,52441,Tee Higgins,WR
2023091002,1464,44841,David Njoku,TE
2023091002,1540,52595,Donovan Peoples-Jones,WR
2023091002,1832,42347,Amari Cooper,WR
2023091002,1944,43344,Tyler Boyd,WR
2023091002,1974,52441,Tee Higgins,WR
2023091002,2039,54564,David Bell,WR
2023091002,2095,42347,Amari Cooper,WR
2023091002,2127,52595,Donovan Peoples-Jones,WR
2023091002,2179,53463,Elijah Moore,WR
2023091002,2211,42347,Amari Cooper,WR
2023091002,2441,53463,Elijah Moore,WR
2023091002,2517,52441,Tee Higgins,WR
2023091002,2620,47833,Irv Smith,TE
2023091002,2693,53463,Elijah Moore,WR
2023091002,2847,44860,Joe Mixon,RB
2023091002,2872,53434,Ja'Marr Chase,WR
2023091002,2942,52441,Tee Higgins,WR
2023091002,3138,44841,David Njoku,TE
2023091002,3170,53463,Elijah Moore,WR
2023091002,3253,53434,Ja'Marr Chase,WR
2023091002,3314,52441,Tee Higgins,WR
2023091002,3337,47833,Irv Smith,TE
2023091002,3409,44841,David Njoku,TE
2023091002,3505,52523,Harrison Bryant,TE
2023091002,3571,52441,Tee Higgins,WR
2023091002,3594,53434,Ja'Marr Chase,WR
2023091002,3617,47833,Irv Smith,TE
2023091002,3716,52523,Harrison Bryant,TE
2023091002,3787,53434,Ja'Marr Chase,WR
2023091002,3812,53434,Ja'Marr Chase,WR
2023091002,3835,53631,Chris Evans,RB
2023091002,4036,53434,Ja'Marr Chase,WR
2023091002,4124,46167,Jordan Akins,TE
2023091003,81,54657,Andrew Ogletree,TE
2023091003,143,44849,Zay Jones,WR
2023091003,166,44835,Evan Engram,TE
2023091003,191,46095,Calvin Ridley,WR
2023091003,263,55944,Josh Downs,WR
2023091003,358,46116,Christian Kirk,WR
2023091003,410,46095,Calvin Ridley,WR
2023091003,529,46095,Calvin Ridley,WR
2023091003,662,53703,Deon Jackson,RB
2023091003,687,53556,Kylen Granson,TE
2023091003,761,55944,Josh Downs,WR
2023091003,933,46095,Calvin Ridley,WR
2023091003,1171,55953,Tank Bigsby,RB
2023091003,1503,53703,Deon Jackson,RB
