game_id,play_id,crp,n_defenders_in_radius,ball_land_x,ball_land_y,num_frames_output,week
2023090700,101,0.0,0,63.2599983215332,-0.219999998807907,21,1
2023090700,194,0.6961,1,84.9400024414062,21.75,9,1
2023090700,219,0.0,0,75.8499984741211,11.4899997711182,8,1
2023090700,361,0.0,0,26.1000003814697,49.1800003051758,16,1
2023090700,436,0.0,0,34.8899993896484,34.8199996948242,7,1
2023090700,461,0.0,0,55.9099998474121,18.8299999237061,10,1
2023090700,530,0.256,1,88.6900024414062,15.1300001144409,8,1
2023090700,621,0.4371,1,102.919998168945,18.2700004577637,7,1
2023090700,713,0.4645,1,79.9100036621094,8.97000026702881,8,1
2023090700,736,0.0738,1,68.4700012207031,40.4500007629395,15,1
2023090700,877,0.0,0,83.0599975585938,17.7099990844727,10,1
2023090700,902,0.053,1,88.370002746582,31.4400005340576,7,1
2023090700,1001,0.0,0,115.610000610352,34.7999992370605,12,1
2023090700,1069,0.0,0,82.3600006103516,29.0300006866455,6,1
2023090700,1154,0.0,0,52.9599990844727,15.2399997711182,12,1
2023090700,1201,0.0,0,51.3899993896484,16.4699993133545,7,1
2023090700,1300,0.0,0,39.3600006103516,13.7700004577637,7,1
2023090700,1422,0.2571,1,44.6199989318848,15.4499998092651,22,1
2023090700,1494,0.3179,1,50.0499992370605,19.5300006866455,12,1
2023090700,1563,0.0,0,35.9700012207031,12.3100004196167,7,1
2023090700,1588,1.4295,2,88.6100006103516,33.1100006103516,23,1
2023090700,1618,0.0,0,54.1599998474121,33.3400001525879,7,1
2023090700,1679,0.2181,1,76.4000015258789,25.6299991607666,18,1
2023090700,1711,0.0,0,100.569999694824,50.0,19,1
2023090700,1741,0.0,0,107.610000610352,21.5699996948242,7,1
2023090700,1812,0.0,0,82.2399978637695,39.2099990844727,7,1
2023090700,1837,0.0,0,78.0100021362305,20.8400001525879,7,1
2023090700,1869,0.0,0,72.0299987792969,31.0799999237061,7,1
2023090700,1940,0.0,0,52.9799995422363,48.5,14,1
2023090700,2118,0.4175,1,55.5,34.5299987792969,8,1
2023090700,2141,0.1663,1,47.5099983215332,18.3999996185303,8,1
2023090700,2186,0.4182,1,100.730003356934,37.6500015258789,7,1
2023090700,2261,0.0066,1,102.559997558594,20.6200008392334,8,1
2023090700,2306,0.3373,1,65.4199981689453,31.6700000762939,10,1
2023090700,2364,0.7854,1,57.5999984741211,23.0799999237061,7,1
2023090700,2435,0.0,0,27.9599990844727,45.6500015258789,13,1
2023090700,2487,0.0866,1,80.2600021362305,28.4400005340576,20,1
2023090700,2510,0.0,0,49.3400001525879,15.5600004196167,8,1
2023090700,2613,0.2868,1,69.7900009155273,22.3299999237061,12,1
2023090700,2638,0.0,0,63.7799987792969,35.8600006103516,8,1
2023090700,2825,0.0,0,28.5799999237061,18.3199996948242,9,1
2023090700,2906,0.0,0,82.9400024414062,6.1399998664856,7,1
2023090700,2936,0.0,0,95.5699996948242,31.4599990844727,6,1
2023090700,2959,0.0,0,95.3399963378906,24.4099998474121,6,1
2023090700,3032,0.2923,1,82.2200012207031,46.3899993896484,9,1
2023090700,3089,0.0,0,81.5199966430664,28.6200008392334,11,1
2023090700,3114,0.0705,1,72.6500015258789,34.6399993896484,8,1
