game_id,play_id,week,catch_prob_v3,catch_prob_v3_raw,is_completed,split
2023090700,101,1,0.005952380952380952,0.05448568565852779,0,dev
2023090700,194,1,0.5533707865168538,0.5255292251811706,1,dev
2023090700,219,1,0.9395248380129589,0.9371642939200248,1,dev
2023090700,361,1,0.8348348348348347,0.815526966597925,1,dev
2023090700,436,1,0.9092841956059532,0.9158861999825699,1,dev
2023090700,461,1,0.9092841956059532,0.9170096529195771,1,dev
2023090700,530,1,0.8288288288288288,0.8048365783333453,1,dev
2023090700,621,1,0.7197452229299363,0.6982739822733608,1,dev
2023090700,713,1,0.6589147286821706,0.6482351664186259,0,dev
2023090700,736,1,0.77728285077951,0.7733653657501138,1,dev
2023090700,877,1,0.9092841956059532,0.9075843616757029,1,dev
2023090700,902,1,0.8851674641148325,0.8851628590098727,0,dev
2023090700,1001,1,0.9088785046728972,0.8953455104520729,1,dev
2023090700,1069,1,0.8627204030226701,0.8639113936605806,1,dev
2023090700,1154,1,0.9088785046728972,0.8919724216719074,1,dev
2023090700,1201,1,0.9088785046728972,0.8934862023981289,1,dev
2023090700,1300,1,0.9092841956059532,0.9121889324338809,1,dev
2023090700,1422,1,0.07894736842105263,0.10666713208878624,0,dev
2023090700,1494,1,0.5533707865168538,0.5517158391745919,0,dev
2023090700,1563,1,0.9092841956059532,0.9150939676631218,1,dev
2023090700,1588,1,0.03296703296703297,0.07725437127946225,0,dev
2023090700,1618,1,0.9092841956059532,0.8979628718753921,1,dev
2023090700,1679,1,0.7197452229299363,0.6932762683390751,1,dev
2023090700,1711,1,0.9092841956059532,0.9027442128234345,1,dev
2023090700,1741,1,0.8288288288288288,0.7979561354004574,1,dev
2023090700,1812,1,0.8627204030226701,0.8574499505758584,1,dev
2023090700,1837,1,0.9222585924713584,0.932210276930748,1,dev
2023090700,1869,1,0.9222585924713584,0.9292138996596357,1,dev
2023090700,1940,1,0.9092841956059532,0.9044198447355011,0,dev
2023090700,2118,1,0.5533707865168538,0.5628279659494858,0,dev
2023090700,2141,1,0.77728285077951,0.7767086014501285,1,dev
2023090700,2186,1,0.6571428571428571,0.6003671752741581,0,dev
2023090700,2261,1,0.8348348348348347,0.8353840032517815,1,dev
2023090700,2306,1,0.5,0.49837163011945795,0,dev
2023090700,2435,1,0.9395248380129589,0.9447457276483096,1,dev
2023090700,2487,1,0.25874125874125875,0.2635058131287377,0,dev
2023090700,2510,1,0.9395248380129589,0.9360058259257751,1,dev
2023090700,2613,1,0.7583333333333333,0.7191700804433205,1,dev
2023090700,2638,1,0.8627204030226701,0.8632456718627156,1,dev
2023090700,2825,1,0.9092841956059532,0.897367995293417,1,dev
2023090700,2906,1,0.9222585924713584,0.9246903447172415,1,dev
2023090700,2936,1,0.8627204030226701,0.8712646053539655,0,dev
2023090700,2959,1,0.8851674641148325,0.8852839325056863,0,dev
2023090700,3032,1,0.7197452229299363,0.6890618141832241,0,dev
2023090700,3089,1,0.9092841956059532,0.9087109146259184,1,dev
2023090700,3114,1,0.41818181818181815,0.4597996111931715,0,dev
2023090700,3185,1,0.8851674641148325,0.8829922386144791,1,dev
