game_id,play_id,crp,n_defenders_in_radius,ball_land_x,ball_land_y,num_frames_output,min_def_dist_arrival,rec_dist_to_ball,rec_closing_v,sep_at_throw,crp_at_release,week
2023113000,87,0.0,0,63.0299987792969,33.6199989318848,13,3.581088706334224,2.0980219413263734,-0.7809428009651467,1.0956733089749047,0.0,13
2023113000,112,0.3424,1,52.6399993896484,15.4399995803833,9,1.9728398628580177,0.7169377852389999,0.45764127257205617,4.458721789930385,0.0,13
2023113000,159,0.0,0,33.2799987792969,39.5999984741211,14,5.736138714101696,0.04472054071263069,0.7769087921319873,7.281606965498752,0.0,13
2023113000,240,0.6134,1,17.8199996948242,14.1999998092651,7,1.54466835240086,1.6412801767961556,0.33062594116477956,1.2445481107614917,0.1981,13
2023113000,263,1.4347,1,5.19999980926514,5.61999988555908,16,0.3667426379713047,0.6307136961732963,-0.6091006459255752,0.6203224967708326,0.1034,13
2023113000,286,0.4533,1,13.4399995803833,8.97999954223633,10,1.6400300707038524,1.8027750346682052,-0.07592100706771918,1.0444615837837214,0.0,13
2023113000,501,0.7569,1,52.1300010681152,36.1500015258789,11,1.1936506907127091,0.4501095481659518,0.43245168227810504,0.7169379331574005,0.0,13
2023113000,607,0.0,0,86.7099990844727,8.05000019073486,10,16.201928056870628,0.117046073518426,0.18030799880337134,14.49422643675749,0.0,13
2023113000,693,0.4886,2,4.48000001907349,35.0499992370605,14,1.9000260008991723,0.12529896194731036,0.16157528789078432,1.549451515859727,0.0,13
2023113000,757,0.0,0,29.8899993896484,18.5900001525879,7,5.467724043272457,0.5325414965587782,0.3606789717721379,6.2659237148244955,0.0,13
2023113000,823,0.7757,1,46.7299995422363,48.7599983215332,11,1.4948561236203532,0.605308234773877,0.2972894997214316,2.007710138441299,0.0,13
2023113000,892,0.675,1,81.5599975585938,50.3300018310547,25,0.9751432562072045,1.3484815588867336,-0.7008491774567908,1.2776932339180669,0.0,13
2023113000,1044,0.0,0,71.5400009155273,24.8099994659424,7,4.83976256237404,0.5255483804177966,-0.20761989404616976,2.1262408142070823,0.0,13
2023113000,1108,0.0403,1,62.060001373291,7.78999996185303,8,2.8911084282204604,0.6264993916467988,-0.06667947752147259,5.049524730110745,0.0,13
2023113000,1244,0.0,0,82.7300033569336,44.3499984741211,10,3.257065686473018,0.5420368013858133,-0.19076897860677622,10.653346891939645,0.0,13
2023113000,1296,0.0,0,99.5299987792969,23.2600002288818,8,3.597068673389196,0.516237599223075,0.060220190056648845,2.9350979540724023,0.0,13
2023113000,1368,0.0816,1,119.410003662109,11.5299997329712,15,2.755069411940879,1.87171033743558,-0.7275499592404092,1.072986486401383,0.0,13
2023113000,1391,0.0,0,108.800003051758,34.5200004577637,9,4.047542503092536,1.1900389605681838,-0.3554097669227622,2.993476240092781,0.0,13
2023113000,1455,0.0,0,81.5199966430664,9.03999996185303,10,5.249844657054008,0.38418480909657077,-0.6409849535818,5.720603115057012,0.0,13
2023113000,1507,0.0,0,64.6699981689453,15.8800001144409,6,4.033979035629341,0.7180534424108909,0.5389681409677438,6.238212885113803,0.0,13
2023113000,1530,0.0,0,69.1100006103516,7.78999996185303,9,4.336266011626191,1.4173922179890366,0.4133661435079675,4.188520025020766,0.0,13
2023113000,1594,0.1126,1,-0.740000009536743,49.8499984741211,20,2.770739470186501,0.9701542586153679,0.6581348650878048,0.8261961026293938,0.0,13
2023113000,1760,0.0,0,35.1599998474121,16.2000007629395,6,10.076750217974277,0.11704688178154717,0.24472169900683755,9.055655691334564,0.0,13
2023113000,1832,0.6733,1,65.0199966430664,32.5400009155273,7,1.2662117635833254,0.8823799410479154,0.3962566467762863,0.711758385970978,0.2797,13
2023113000,1970,0.0,0,78.120002746582,31.2900009155273,6,7.030964983373276,0.49648720249839445,-0.11867037787775822,8.181741868330972,0.0,13
2023113000,1995,0.6697,1,97.7399978637695,23.6299991607666,10,1.3822071387484045,0.30000213623167726,-0.2980775377499849,4.391639784863961,0.0,13
2023113000,2222,0.0713,1,78.7799987792969,17.7800006866455,10,2.7861429366933352,5.356276747718177,0.13428033602913225,9.038390343418454,0.0,13
2023113000,2267,0.0,0,74.2200012207031,3.66000008583069,13,3.9162487185392956,1.1811863479828808,0.2672150502618885,2.0779316639389274,0.0,13
2023113000,2343,0.0,0,56.3600006103516,32.9199981689453,7,4.685382427945217,2.700257352644627,0.5866751987560881,8.075450451832397,0.0,13
2023113000,2407,0.526,1,50.1500015258789,4.15999984741211,11,1.709065519502835,1.5611867244662905,-0.5697485965498084,3.0551104726343414,0.0,13
2023113000,2455,0.0,0,41.7799987792969,2.88000011444092,11,4.920374839196579,0.5748900791102566,-0.3330129046115659,6.3793181453819985,0.0,13
2023113000,2522,1.0111,1,7.48000001907349,14.5600004196167,7,0.720278144199283,0.07615733785676372,-0.2814050902496919,1.2238463955905563,0.5537,13
2023113000,2740,0.0,0,32.6300010681152,11.7299995422363,7,13.516392750841385,0.8459898961692017,0.40761457971184634,10.938560234327001,0.0,13
2023113000,2765,0.654,1,50.310001373291,5.67999982833862,11,1.038122010339611,0.5341338310145652,-0.590419087507465,4.090012224920608,0.0,13
2023113000,2850,0.0,0,101.98999786377,34.6199989318848,9,6.145935436342905,0.5946433965397496,0.24653794158082082,7.697921797472357,0.0,13
2023113000,2873,0.1359,1,97.129997253418,20.4200000762939,8,2.618742127765483,1.57114825930895,-0.0737022965251014,5.149922329511388,0.0,13
2023113000,3117,0.0,0,60.7200012207031,29.5300006866455,8,6.105973225969529,1.2182779277799798,0.04261526263225644,5.5805465682135456,0.0,13
2023113000,3236,0.0,0,31.3600006103516,5.51000022888184,12,3.092329866853276,1.974487927073317,-0.4171104188937353,2.1799999999999997,0.0,13
2023113000,3431,0.4581,1,9.89000034332275,34.75,7,1.8725917336336095,0.40000034332275014,-0.4884369810515988,3.8440083246528007,0.0,13
2023113000,3537,0.4279,1,56.2900009155273,47.4900016784668,15,1.7164189377102341,2.062060279535821,-0.6725599652927822,1.0374005976477965,0.1657,13
2023113000,3560,0.364,1,47.2900009155273,8.60999965667725,13,1.9079036332595047,1.9615545944876556,-0.6899939657183226,1.45,0.0,13
2023113000,3616,0.0,0,42.8600006103516,9.64999961853027,9,3.6277956260981705,0.4100003814701849,0.412976034165414,9.023441693721967,0.0,13
2023113000,3644,0.0,0,40.9799995422363,20.1200008392334,6,7.237637521442007,0.7496668449510442,-0.47072422250398976,3.890758280849634,0.0,13
2023113000,3669,0.5085,1,38.1599998474121,45.6500015258789,9,1.8402456948819703,0.6067125279364792,-0.07535760359769575,1.0607544484940894,0.0,13
2023113000,3692,1.1743,1,61.4599990844727,46.5099983215332,19,0.8884241155333733,0.8500009155289606,-0.41327561527561274,2.1833231551925665,0.467,13
2023113000,3822,0.0,0,0.970000028610229,12.8599996566772,19,4.93465332116049,0.38275349737641284,0.5160871873668991,0.22203603311174597,0.0,13
2023113000,3974,0.0,0,90.75,5.25,9,4.114280009916679,0.16278820596099375,-0.07689789954240331,6.983867123592782,0.0,13
