game_id,play_id,nfl_id,player_name,player_position,air_yards_approx
2023090700,101,44930,Josh Reynolds,WR,27.849998321533207
2023090700,194,41325,Jerick McKinnon,RB,12.679997558593811
2023090700,219,53591,Noah Gray,TE,10.02000152587891
2023090700,361,38696,Marvin Jones,WR,18.470000381469703
2023090700,436,53541,Amon-Ra St. Brown,WR,11.1099993896484
2023090700,461,44930,Josh Reynolds,WR,18.249999847412106
2023090700,530,53541,Amon-Ra St. Brown,WR,9.38000244140619
2023090700,621,53541,Amon-Ra St. Brown,WR,9.959998168945006
2023090700,713,53591,Noah Gray,TE,11.0699963378906
2023090700,736,46213,Justin Watson,WR,25.529998779296903
2023090700,877,46243,Marquez Valdes-Scantling,WR,21.419997558593806
2023090700,902,55920,Rashee Rice,WR,10.160002746582009
2023090700,1001,55920,Rashee Rice,WR,16.700000610352006
2023090700,1069,53959,Brock Wright,TE,9.459999389648388
2023090700,1154,53541,Amon-Ra St. Brown,WR,25.420000915527297
2023090700,1201,55899,Sam LaPorta,TE,7.120000610351596
2023090700,1300,55876,Jahmyr Gibbs,RB,5.479999389648405
2023090700,1422,53591,Noah Gray,TE,32.749998931884804
2023090700,1494,38696,Marvin Jones,WR,22.24000076293951
2023090700,1563,55920,Rashee Rice,WR,11.440001220703095
2023090700,1588,46309,Richie James,WR,44.180000610351605
2023090700,1618,55920,Rashee Rice,WR,8.549999847412103
2023090700,1679,46243,Marquez Valdes-Scantling,WR,40.7000015258789
2023090700,1711,46213,Justin Watson,WR,30.43999969482401
2023090700,1741,42460,Blake Bell,TE,9.340000610352007
2023090700,1812,55899,Sam LaPorta,TE,9.700002136230495
2023090700,1837,55899,Sam LaPorta,TE,11.049997863769505
2023090700,1869,44930,Josh Reynolds,WR,11.710001220703091
2023090700,1940,38696,Marvin Jones,WR,23.700000457763707
2023090700,2118,42460,Blake Bell,TE,16.509999999999998
2023090700,2141,53591,Noah Gray,TE,10.6999983215332
2023090700,2186,38696,Marvin Jones,WR,6.319996643065991
2023090700,2261,55899,Sam LaPorta,TE,10.000002441405996
2023090700,2306,53449,Kadarius Toney,WR,20.1599981689453
2023090700,2364,53449,Kadarius Toney,WR,11.129998474121102
2023090700,2435,54716,Isiah Pacheco,RB,3.3499990844726995
2023090700,2487,46213,Justin Watson,WR,41.4400021362305
2023090700,2510,46309,Richie James,WR,10.780000152587895
2023090700,2613,53541,Amon-Ra St. Brown,WR,25.809999084472693
2023090700,2638,55899,Sam LaPorta,TE,13.410001220703094
2023090700,2825,54716,Isiah Pacheco,RB,6.6199999237061
2023090700,2906,42460,Blake Bell,TE,7.880002441406191
2023090700,2936,54519,Skyy Moore,WR,8.1999996948242
2023090700,2959,53449,Kadarius Toney,WR,10.219996337890592
2023090700,3032,53541,Amon-Ra St. Brown,WR,8.8299987792969
2023090700,3089,43584,Kalif Raymond,WR,23.3500033569336
2023090700,3114,53541,Amon-Ra St. Brown,WR,12.329998474121098
2023090700,3185,53591,Noah Gray,TE,8.670000915527304
2023090700,3233,52440,Clyde Edwards-Helaire,RB,8.270000915527298
2023090700,3324,41325,Jerick McKinnon,RB,7.620001373291004
2023090700,3461,44930,Josh Reynolds,WR,25.9800004577637
2023090700,3486,53959,Brock Wright,TE,7.1600018310547
2023090700,3566,44930,Josh Reynolds,WR,22.149999084472697
2023090700,3674,54885,Justyn Ross,WR,11.169996337890595
2023090700,3912,53449,Kadarius Toney,WR,26.570000457763697
2023090700,3971,54519,Skyy Moore,WR,15.470001220703097
2023090700,3994,55920,Rashee Rice,WR,31.17999877929691
2023090700,4041,46213,Justin Watson,WR,32.65999816894529
2023091000,185,53488,Terrace Marshall Jr.,WR,18.060000305175798
2023091000,661,46094,Hayden Hurst,TE,18.709998474121093
2023091000,842,46094,Hayden Hurst,TE,18.039998626709
2023091000,877,53555,Chuba Hubbard,RB,2.3599987792969017
2023091000,927,54473,Drake London,WR,8.8699966430664
2023091000,1046,44931,Mack Hollins,WR,11.320003051757794
2023091000,1193,46094,Hayden Hurst,TE,16.329998474121098
2023091000,1240,53488,Terrace Marshall Jr.,WR,11.389999542236296
2023091000,1300,40488,Adam Thielen,WR,9.070003356933597
2023091000,1325,55904,Jonathan Mingo,WR,15.909999999999997
2023091000,1382,46094,Hayden Hurst,TE,10.729999084472695
2023091000,1429,46094,Hayden Hurst,TE,5.2499975585940035
2023091000,1599,44931,Mack Hollins,WR,17.550001525878912
2023091000,1697,53488,Terrace Marshall Jr.,WR,22.5500004577637
2023091000,1720,55904,Jonathan Mingo,WR,19.409999694824197
2023091000,1743,55904,Jonathan Mingo,WR,22.289998321533204
2023091000,1837,55872,Bijan Robinson,RB,4.059998779296905
2023091000,1925,52858,Giovanni Ricci,TE,4.6000006103516
2023091000,1972,46094,Hayden Hurst,TE,11.4899990844727
2023091000,2101,55904,Jonathan Mingo,WR,16.4700015258789
2023091000,2207,53433,Kyle Pitts,TE,17.4999989318848
2023091000,2342,47836,Miles Sanders,RB,9.190000610351603
2023091000,2389,53488,Terrace Marshall Jr.,WR,20.730001525878897
2023091000,2580,53555,Chuba Hubbard,RB,3.0999978637695023
2023091000,2793,53433,Kyle Pitts,TE,6.7799984741210935
2023091000,2823,54616,Tyler Allgeier,RB,7.8799999999999955
2023091000,3026,47836,Miles Sanders,RB,2.4199993896483996
2023091000,3078,53488,Terrace Marshall Jr.,WR,49.609997558593804
2023091000,3260,54616,Tyler Allgeier,RB,6.679999389648401
2023091000,3369,55904,Jonathan Mingo,WR,6.80999954223633
2023091000,3421,53488,Terrace Marshall Jr.,WR,13.2799998474121
2023091000,3486,44931,Mack Hollins,WR,14.630000915527305
2023091000,3533,53433,Kyle Pitts,TE,41.100000839233395
2023091000,3886,47836,Miles Sanders,RB,8.3099990844727
2023091000,3916,46094,Hayden Hurst,TE,16.8100018310547
2023091000,4107,47836,Miles Sanders,RB,8.239998474121094
2023091000,4155,40488,Adam Thielen,WR,12.229996337890597
2023091001,166,54604,Isaiah Likely,TE,5.9500008392333985
2023091001,284,54572,Dameon Pierce,RB,4.759999389648399
2023091001,407,55886,Zay Flowers,WR,4.7800018310547046
2023091001,532,55886,Zay Flowers,WR,10.0699963378906
2023091001,559,46206,Dalton Schultz,TE,11.0199975585938
2023091001,893,55886,Zay Flowers,WR,24.9199969482422
2023091001,1042,53518,Nico Collins,WR,24.5200006103516
2023091001,1065,46206,Dalton Schultz,TE,1.0100012207031028
2023091001,1232,53456,Rashod Bateman,WR,11.240000610351593
2023091001,1368,39989,Robert Woods,WR,16.2600009155273
2023091001,1438,39989,Robert Woods,WR,12.280000305175804
2023091001,1470,46206,Dalton Schultz,TE,11.869998931884801
2023091001,1517,39989,Robert Woods,WR,11.259998168945302
2023091001,1549,53518,Nico Collins,WR,9.3799981689453
2023091001,1574,53518,Nico Collins,WR,16.909997253418
2023091001,1797,41238,Odell Beckham,WR,11.939999084472703
2023091001,1948,55934,Tank Dell,WR,17.359999694824197
