game_id,play_id,n_defenders_in_R_release,nearest_def_dist_release,nearest_def_closing_vel_release,rec_speed,rec_dir,week
2023090700,101,0,4.735652014242603,-1.6051094767660667,7.9,99.25,1
2023090700,194,1,1.8832153355365413,5.193976908516982,6.09,245.74,1
2023090700,219,0,4.906831971853125,-2.854578421010967,3.85,268.92,1
2023090700,361,1,2.18013761033564,0.345410701094534,1.51,18.99,1
2023090700,436,1,2.8727861041156535,-0.6730288802336781,3.59,116.9,1
2023090700,461,0,3.8774218238411975,-0.590634257295231,6.17,80.2,1
2023090700,530,0,3.4386189088062675,2.6921458372732854,4.07,145.46,1
2023090700,621,2,1.4698639392814536,4.248856636812377,8.29,173.6,1
2023090700,713,1,1.387083270751974,2.6851171420469138,4.47,214.38,1
2023090700,736,1,2.0784850252046496,-6.645738633734696,7.84,311.65,1
2023090700,877,0,5.272731739810009,-3.6091336093668804,2.47,42.04,1
2023090700,902,0,3.658537959349329,1.0207682252327646,1.05,125.1,1
2023090700,1001,0,7.106335201775945,-0.7304589165173654,2.19,47.33,1
2023090700,1069,0,6.076224156497184,-4.203005316487065,4.87,188.78,1
2023090700,1154,0,11.01955534493112,0.3946168961599632,8.2,214.61,1
2023090700,1201,1,1.8613167382259301,-2.1883550488223373,2.76,335.29,1
2023090700,1300,0,7.0331287489992675,1.9031398429310378,6.28,206.28,1
2023090700,1422,2,0.6356099432828305,4.821112748142328,6.51,99.99,1
2023090700,1494,1,0.8736704184073102,-2.3618533576819876,5.67,282.58,1
2023090700,1563,1,2.9652993103563765,6.900292357315976,8.01,163.44,1
2023090700,1588,1,1.0282509421342652,-4.154793074011868,8.82,103.16,1
2023090700,1618,0,5.172639558291294,0.2304375346717763,2.57,161.69,1
2023090700,1679,0,4.213798761212971,2.1919493815025266,9.26,89.13,1
2023090700,1711,0,3.636660556059634,3.7981285185173492,7.94,76.77,1
2023090700,1741,0,3.412989891576004,-2.2751541300417797,2.03,101.27,1
2023090700,1812,1,1.9208331525668756,0.38817042400015755,3.43,216.33,1
2023090700,1837,0,4.601934375890205,-1.2478000894781829,7.45,189.29,1
2023090700,1869,0,3.7571931012392707,2.0116099602007806,2.27,191.75,1
2023090700,1940,0,4.303591523367432,-7.447358451394027,7.25,320.95,1
2023090700,2118,1,1.3189389675038035,-0.12806417134365766,3.74,128.87,1
2023090700,2141,0,3.2172037548156625,7.699007325984216,7.38,177.79,1
2023090700,2186,0,4.025481337678762,3.327207736541382,3.62,289.99,1
2023090700,2261,1,2.3162469643800954,5.1992597759842525,7.35,197.83,1
2023090700,2306,0,5.868986283848346,-1.682349308522421,7.09,46.58,1
2023090700,2364,1,1.4080127840328698,7.559708204052607,8.18,173.65,1
2023090700,2435,0,19.12361106067575,-3.528861252687061,5.62,0.54,1
2023090700,2487,1,2.0214103987068017,0.7770715023191315,9.64,64.76,1
2023090700,2510,0,7.161319710779571,0.35661611131728044,3.77,109.55,1
2023090700,2613,1,1.2841339493993595,1.8875228564482598,5.99,274.86,1
2023090700,2638,0,3.619571797878861,2.324115649394976,7.93,355.11,1
2023090700,2825,0,16.11477893115509,0.30876880200463097,3.36,103.66,1
2023090700,2906,0,12.586381529256133,5.973331830790256,4.71,155.16,1
2023090700,2936,1,1.9320455481173284,-1.6271279946975903,4.25,132.34,1
2023090700,2959,0,4.425573409175366,-0.3129391258911578,7.13,168.24,1
2023090700,3032,1,2.9066303514551053,0.6373399150892564,5.77,333.06,1
2023090700,3089,0,4.709522268765695,0.6261268056962578,6.94,220.22,1
2023090700,3114,0,3.9231874795885022,-1.7565670499695734,5.91,334.75,1
2023090700,3185,1,2.4446881191677576,2.246048325807803,4.16,179.31,1
2023090700,3233,0,12.061981595077985,-2.3556074452366436,6.77,191.31,1
2023090700,3324,1,2.331179958733345,1.5439863422363915,3.17,118.43,1
2023090700,3461,0,3.3735589516117837,-3.7307489970902963,5.93,99.46,1
2023090700,3486,0,7.1775343955985305,4.68953729975931,4.62,165.68,1
2023090700,3566,1,1.2899612397277704,-1.4330904228904973,3.72,85.27,1
2023090700,3674,0,4.332124190278946,-2.6869100420357843,5.24,255.11,1
2023090700,3912,0,7.060269116683868,5.271978329562885,7.68,338.53,1
2023090700,3971,0,6.202983153290043,2.097924409660917,3.94,331.8,1
2023090700,3994,0,3.856591759572178,-0.9251903058714386,7.06,319.35,1
2023090700,4041,1,0.5147815070493551,4.061314571718139,4.53,174.44,1
2023091000,185,0,3.3872260036791184,0.12227346722157245,4.94,240.14,1
2023091000,661,1,1.9299999999999926,2.3715848414116527,4.72,244.59,1
2023091000,842,1,2.6800186566514763,4.887641879554923,8.23,161.89,1
2023091000,877,0,12.119657585922138,6.059818160432104,4.54,44.7,1
2023091000,927,0,3.072751210234892,-5.784357412420142,3.38,282.21,1
2023091000,1046,0,7.066116330771813,-2.1560464445065852,5.07,242.11,1
2023091000,1193,1,1.9859506539690281,5.451436226714467,6.23,174.44,1
2023091000,1240,0,7.2153447596078175,-2.919618293672646,7.29,172.38,1
2023091000,1300,1,1.7740913167027148,-0.5934492661830872,4.0,143.62,1
2023091000,1325,1,1.1211155159036892,3.0405350794218,6.2,58.2,1
2023091000,1382,0,8.637279664338761,-6.80868017957561,5.49,35.86,1
2023091000,1429,1,2.3385679378628335,-2.6396154784227495,5.66,155.93,1
2023091000,1599,0,6.560121950085994,-0.05717438783112094,1.1,275.37,1
2023091000,1697,1,1.8529975715040734,0.7225925010417489,7.4,75.79,1
2023091000,1720,1,0.6378871373526822,3.294380503333637,6.64,101.24,1
2023091000,1743,1,0.4767598976424085,2.8375554098019053,6.41,76.23,1
2023091000,1837,0,13.049800764762654,-0.6777305796901543,5.55,196.27,1
2023091000,1925,0,7.95369096709195,0.0527520929972094,7.85,357.53,1
2023091000,1972,0,4.863095721862764,-0.6638619907877708,6.16,348.72,1
2023091000,2101,1,2.8840596387730963,-1.779936433235318,3.93,272.87,1
2023091000,2207,1,2.293403584195335,-0.7324851372403224,6.85,56.87,1
2023091000,2342,0,5.166555912791423,1.1698450740132191,1.36,224.31,1
2023091000,2389,1,1.283510810238853,4.384201769284239,6.43,246.08,1
2023091000,2580,0,9.792252039239996,1.5777535681844967,4.88,343.99,1
2023091000,2793,0,7.692073842599274,0.4178147011148611,5.72,158.26,1
2023091000,2823,0,3.4967699381000146,-3.812102122500496,4.21,55.38,1
2023091000,3026,0,15.556092054240358,-2.4373677800917704,5.43,0.07,1
2023091000,3078,1,2.0467779557147856,3.967771787027843,7.15,116.36,1
2023091000,3260,0,9.917988707394256,6.036913361130294,4.51,322.92,1
2023091000,3369,1,1.1065260954898462,7.63604284601531,8.08,97.68,1
2023091000,3421,1,0.5390732788777409,-0.17727602238269968,4.94,116.94,1
2023091000,3486,0,5.571328387377645,-3.1310942758566016,6.61,303.73,1
2023091000,3533,1,1.5480633061990698,4.703267062338958,8.79,286.06,1
2023091000,3886,0,7.295238172945423,-1.3811817444607617,6.46,19.77,1
2023091000,3916,0,3.6402747149081973,0.7430583251792078,5.4,28.38,1
2023091000,4107,1,2.82347303865293,3.9261192056549925,7.45,34.07,1
2023091000,4155,1,1.8760063965775813,1.5304381031836083,4.94,45.68,1
2023091001,166,0,7.064630209713737,0.32960514631509563,4.75,169.18,1
2023091001,284,0,9.354619179849063,0.8480979840588805,0.16,343.42,1
2023091001,407,0,7.035573892725456,1.8255972166030845,5.43,177.08,1
2023091001,532,1,0.39012818406262356,6.793852431445523,7.5,6.91,1
2023091001,559,1,2.0143485299222665,0.8435976620877688,4.14,342.1,1
2023091001,893,0,5.509128787748566,0.6881686303627564,6.75,52.97,1
2023091001,1042,0,7.428923205956566,1.422561650203001,7.56,284.18,1
2023091001,1065,0,17.695674612740827,3.085371496695056,5.44,359.9,1
2023091001,1232,0,7.343357542704836,-2.1894734380972998,3.37,158.39,1
2023091001,1368,2,2.2917242417009924,1.5896740185492528,6.24,44.95,1
2023091001,1438,0,5.7050942148224,6.401012101535374,3.91,169.91,1
