game_id,play_id,crp_v2,defender_pressure,receiver_advantage,receiver_dist,nearest_defender_dist,n_defenders_in_radius,ball_land_x,ball_land_y,num_frames_output,week_x,crp_v2_label,season,week_y,game_date,game_time_eastern,home_team_abbr,visitor_team_abbr,play_description,quarter,game_clock,down,yards_to_go,possession_team,defensive_team,yardline_side,yardline_number,pre_snap_home_score,pre_snap_visitor_score,play_nullified_by_penalty,pass_result,pass_length,offense_formation,receiver_alignment,route_of_targeted_receiver,play_action,dropback_type,dropback_distance,pass_location_type,defenders_in_the_box,team_coverage_man_zone,team_coverage_type,penalty_yards,pre_penalty_yards_gained,yards_gained,expected_points,expected_points_added,pre_snap_home_team_win_probability,pre_snap_visitor_team_win_probability,home_team_win_probability_added,visitor_team_win_probility_added
2023090700,101,0.0,0.0,0.4294,3.146,4.866,0,63.2599983215332,-0.219999998807907,21,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(14:25) (Shotgun) J.Goff pass incomplete deep right to J.Reynolds.,1,14:25,3,3,DET,KC,DET,32,0,0,N,I,22,SHOTGUN,2x2,CORNER,False,TRADITIONAL,2.13000011444092,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,0,0,0.927020542323589,-2.14544250350446,0.590425703674555,0.409574296325445,0.0497195683419704,-0.0497195683419704
2023090700,194,0.0,0.0,0.0,50.187,19.123,0,35.05999755859381,31.55,9,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(12:56) (Shotgun) P.Mahomes pass short left to J.McKinnon to KC 31 for 10 yards (M.Rodriguez).,1,12:56,3,2,KC,DET,KC,21,0,0,N,C,6,SHOTGUN,2x2,ANGLE,False,TRADITIONAL,3.85999989509583,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,10,10,0.121504719369113,1.7025630902499,0.582476176321507,0.417523823678493,0.0472772046923637,-0.0472772046923637
2023090700,219,0.0,0.0,0.0,43.955,10.471,0,44.150001525878906,41.8100002288818,8,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(12:20) (Shotgun) P.Mahomes pass short left to N.Gray to KC 36 for 5 yards (A.Anzalone).,1,12:20,1,10,KC,DET,KC,31,0,0,N,C,4,SHOTGUN,2x2,HITCH,False,TRADITIONAL,2.36999988555908,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,5,5,1.82406780961901,0.0893515208736062,0.62975338101387,0.37024661898613,0.0004201158881187,-0.0004201158881187
2023090700,361,0.0,0.0,0.2377,3.173,4.599,0,26.1000003814697,49.1800003051758,16,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(10:06) (Shotgun) J.Goff pass short left to M.Jones to DET 17 for 5 yards (J.Reid) [F.Anudike-Uzomah].,1,10:06,3,7,DET,KC,DET,12,0,0,N,C,5,SHOTGUN,3x1,HITCH,False,TRADITIONAL,3.02999997138977,OUTSIDE_RIGHT,6,ZONE_COVERAGE,COVER_4_ZONE,,5,5,-1.04915959946811,-0.862062418367714,0.606310438364744,0.393689561635256,0.0195246487855911,-0.0195246487855911
2023090700,436,0.0,0.0,0.4205,0.87,3.393,0,34.8899993896484,34.8199996948242,7,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(8:09) (Shotgun) J.Goff pass short left to A.St. Brown to DET 34 for 13 yards (J.Reid).,1,08:09,2,9,DET,KC,DET,21,0,0,N,C,6,SHOTGUN,2x2,SLANT,False,TRADITIONAL,2.54999995231628,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,13,13,0.312204233370721,1.61392725538462,0.575536642223597,0.424463357776403,-0.0309182517230511,0.0309182517230511
2023090700,461,0.0,0.0,0.5,0.933,4.311,0,55.9099998474121,18.8299999237061,10,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(7:30) J.Goff pass short right to J.Reynolds to KC 45 for 21 yards (T.McDuffie).,1,07:30,1,10,DET,KC,DET,34,0,0,N,C,13,SINGLEBACK,3x1,POST,True,TRADITIONAL,4.71999979019165,INSIDE_BOX,7,ZONE_COVERAGE,COVER_6_ZONE,,21,21,1.92613148875535,1.34563262574375,0.544618390500546,0.455381609499454,-0.0294154658913612,0.0294154658913612
2023090700,530,0.2342,0.256,0.085,1.807,2.317,1,88.6900024414062,15.1300001144409,8,1,Low Pressure,2023,1,09/07/2023,20:20:00,KC,DET,(5:36) (Shotgun) J.Goff pass short right to A.St. Brown to KC 19 for 5 yards (L.Chenal; L.Sneed).,1,05:36,1,10,DET,KC,KC,24,0,0,N,C,4,SHOTGUN,2x2,OUT,False,TRADITIONAL,2.07999992370605,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,5,5,4.61495715333149,0.0313836394343525,0.464003995060921,0.535996004939079,0.0009456537663936,-0.0009456537663936
2023090700,621,0.3245,0.4371,0.2577,0.914,2.19,1,102.919998168945,18.2700004577637,7,1,Moderate Pressure,2023,1,09/07/2023,20:20:00,KC,DET,"(2:52) (Shotgun) J.Goff pass short right to A.St. Brown for 9 yards, TOUCHDOWN.",1,02:52,3,6,DET,KC,KC,9,0,0,N,C,3,SHOTGUN,2x2,CROSS,False,TRADITIONAL,3.60999989509583,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,9,9,4.14996876695659,2.85003123304341,0.47885313257575,0.52114686742425,-0.0519592724740505,0.0519592724740505
2023090700,713,0.0,0.0,0.0318,52.885,14.141,0,40.0899963378906,44.32999973297119,8,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(2:11) (Shotgun) P.Mahomes pass incomplete short left to N.Gray (A.Anzalone).,1,02:11,2,8,KC,DET,KC,27,0,7,N,I,4,SHOTGUN,2x2,OUT,False,TRADITIONAL,3.53999996185303,INSIDE_BOX,5,ZONE_COVERAGE,COVER_4_ZONE,,0,0,0.948263925034553,-0.873873966280371,0.409554831683636,0.590445168316364,-0.0261344760656357,0.0261344760656357
2023090700,736,0.0,0.0,0.0818,32.484,23.11,0,51.5299987792969,12.849999237060494,15,1,Open,2023,1,09/07/2023,20:20:00,KC,DET,(2:06) (Shotgun) P.Mahomes pass deep right to Ju.Watson to KC 46 for 19 yards (K.Joseph).,1,02:06,3,8,KC,DET,KC,27,0,7,N,C,18,SHOTGUN,3x1,CORNER,False,TRADITIONAL,6.57999992370605,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,19,19,0.0743899587541819,2.71753888227977,0.383420355618,0.616579644382,0.079081654548645,-0.079081654548645
